study_name,sample_number,species,region,island,stage,individual_id,clutch_completion,date_egg,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,delta_15n,delta_13c,comments
PAL0809,98,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N49A2,Yes,08/11/2008,40.3,18.5,196,4350,MALE,8.3945900000000009,-26.01152,NA
PAL0708,5,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N3A1,Yes,16/11/2007,36.7,19.3,193,3450,FEMALE,8.76651,-25.32426,NA
PAL0910,84,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,15/11/2009,50,15.9,224,5350,MALE,8.20042,-26.39677,NA
PAL0708,35,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N23A1,Yes,16/11/2007,36.4,17,195,3325,FEMALE,9.17847,-25.23061,NA
PAL0910,67,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N100A1,Yes,21/11/2009,50.8,19,210,4100,MALE,9.98044,-24.68741,NA
PAL0910,142,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N80A2,Yes,14/11/2009,40.6,17.2,187,3475,MALE,9.23408,-26.01549,NA
PAL0708,13,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,26/11/2007,47,17.3,185,3700,FEMALE,8.72037,-24.80526,NA
PAL0809,90,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N44A2,Yes,08/11/2008,38.9,18.8,190,3600,FEMALE,8.36936,-26.11199,NA
PAL0708,15,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,22/11/2007,45.9,17.1,190,3575,FEMALE,9.12277,-24.90024,NA
PAL0910,122,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,22/11/2009,50.4,15.7,222,5750,MALE,8.30166,-26.04117,NA
PAL0809,68,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N30A2,Yes,06/11/2008,41.1,19.1,188,4100,MALE,8.71078,-25.81012,NA
PAL0910,91,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,25/11/2009,47.5,15,218,4950,FEMALE,8.29671,-26.08547,NA
PAL0910,92,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,25/11/2009,52.2,17.1,228,5400,MALE,8.36701,-25.89834,NA
PAL0809,56,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,04/11/2008,45,15.4,220,5050,MALE,8.63488,-26.75621,NA
PAL0910,124,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,22/11/2009,49.9,16.1,213,5400,MALE,8.3639,-26.15531,NA
PAL0708,2,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N1A2,Yes,11/11/2007,39.5,17.4,186,3800,FEMALE,8.94956,-24.69454,NA
PAL0708,37,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N24A1,Yes,16/11/2007,38.8,20,190,3950,MALE,9.18985,-25.12255,NA
PAL0809,43,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N7A1,Yes,04/11/2008,45.3,13.7,210,4300,FEMALE,8.37615,-26.72791,NA
PAL0910,131,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A1,No,23/11/2009,38.5,17.9,190,3325,FEMALE,8.9846,-25.57956,Nest never observed with full clutch.
PAL0809,59,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A1,Yes,06/11/2008,43.2,14.5,208,4450,FEMALE,8.48367,-26.86485,NA
