study_name,sample_number,species,region,island,stage,individual_id,clutch_completion,date_egg,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,delta_15n,delta_13c,comments
PAL0809,74,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,09/11/2008,46.5,14.8,217,5200,FEMALE,8.58487,-26.5929,NA
PAL0809,67,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N30A1,Yes,06/11/2008,35.5,16.2,195,3350,FEMALE,8.56192,-25.95541,NA
PAL0809,37,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A1,Yes,02/11/2008,42.6,13.7,213,4950,FEMALE,7.96935,-26.70968,NA
PAL0809,57,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N16A1,Yes,03/11/2008,43.8,13.9,208,4300,FEMALE,8.58319,-26.84415,NA
PAL0708,19,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N10A1,Yes,16/11/2007,34.4,18.4,184,3325,FEMALE,8.47827,-25.23319,NA
PAL0910,48,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N87A2,Yes,27/11/2009,49,19.6,212,4300,MALE,9.34089,-24.45189,NA
PAL0708,5,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N33A1,Yes,18/11/2007,47.6,14.5,215,5400,MALE,8.2345,-25.54456,NA
PAL0809,76,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,06/11/2008,48.6,16,230,5800,MALE,8.5964,-26.71199,NA
PAL0708,16,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A2,Yes,22/11/2007,50.5,19.6,201,4050,MALE,9.8059,-24.7294,NA
PAL0809,46,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,03/11/2008,43.6,13.9,217,4900,FEMALE,8.27141,-26.7765,NA
PAL0708,11,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N6A1,Yes,09/11/2007,37.8,17.1,186,3300,NA,8.63243,-25.21315,No blood sample obtained for sexing.
PAL0809,79,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,09/11/2008,45.2,13.8,215,4750,FEMALE,8.24694,-26.65359,NA
PAL0708,4,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N2A2,Yes,16/11/2007,NA,NA,NA,NA,NA,NA,NA,Adult not sampled.
PAL0809,78,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N37A2,Yes,06/11/2008,37.2,19.4,184,3900,MALE,8.3554,-26.44787,NA
PAL0910,102,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,22/11/2009,55.9,17,228,5600,MALE,8.3118,-26.35425,NA
PAL0708,14,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,26/11/2007,52,18.1,201,4050,MALE,9.0233,-24.38933,NA
PAL0910,49,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N88A1,Yes,23/11/2009,51.5,18.7,187,3250,MALE,9.6895,-24.43062,NA
PAL0708,31,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N21A1,Yes,09/11/2007,39.5,16.7,178,3250,FEMALE,9.69756,-25.11223,NA
PAL0809,96,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N48A2,Yes,17/11/2008,40.8,18.9,208,4300,MALE,8.48204,-26.57941,NA
PAL0708,4,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,27/11/2007,50,15.2,218,5700,MALE,8.2554,-25.40075,NA
