study_name,sample_number,species,region,island,stage,individual_id,clutch_completion,date_egg,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,delta_15n,delta_13c,comments
PAL0809,67,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,09/11/2008,46.2,14.4,214,4650,NA,8.24253,-26.8154,Sexing primers did not amplify.
PAL0910,137,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,16/11/2009,35.6,17.5,191,3175,FEMALE,8.75984,-25.97696,NA
PAL0809,64,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,13/11/2008,41.1,18.2,192,4050,MALE,8.62264,-26.60023,NA
PAL0910,106,Adelie,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,15/11/2009,39.7,18.9,184,3550,MALE,8.85699,-25.80208,NA
PAL0708,3,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,26/11/2007,51.3,19.2,193,3650,MALE,9.29078,-24.7557,NA
PAL0910,90,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,25/11/2009,52.1,17,230,5550,MALE,8.27595,-26.11657,NA
PAL0910,126,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N69A2,Yes,18/11/2009,40.6,19,199,4000,MALE,9.22537,-25.60826,NA
PAL0809,45,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,03/11/2008,50.5,15.9,222,5550,MALE,8.46894,-26.60436,NA
PAL0910,148,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N83A2,Yes,13/11/2009,36.6,18.4,184,3475,FEMALE,8.68744,-25.8306,NA
PAL0910,62,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N96A2,Yes,27/11/2009,46.8,16.5,189,3650,FEMALE,9.65061,-24.48153,NA
PAL0910,120,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,No,01/12/2009,NA,NA,NA,NA,NA,NA,NA,Adult not sampled. Nest never observed with full clutch.
PAL0708,11,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N6A1,Yes,09/11/2007,37.8,17.1,186,3300,NA,8.63243,-25.21315,No blood sample obtained for sexing.
PAL0809,71,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,03/11/2008,47.7,15,216,4750,FEMALE,8.53018,-26.72751,NA
PAL0708,14,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N37A2,Yes,29/11/2007,48.4,14.6,213,5850,MALE,7.8208,-25.48025,NA
PAL0910,119,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N64A1,Yes,22/11/2009,35.7,17,189,3350,FEMALE,8.96436,-23.90309,NA
PAL0809,32,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N63A2,Yes,24/11/2008,54.2,20.8,201,4300,MALE,9.49283,-24.59996,NA
PAL0910,124,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,22/11/2009,49.9,16.1,213,5400,MALE,8.3639,-26.15531,NA
PAL0708,6,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N3A2,Yes,16/11/2007,39.3,20.6,190,3650,MALE,8.66496,-25.29805,NA
PAL0809,28,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,25/11/2008,49.5,19,200,3800,MALE,9.63074,-24.34684,Nest never observed with full clutch.
PAL0910,99,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,18/11/2009,48.4,14.4,203,4625,FEMALE,8.16582,-26.13971,NA
